Dyad,Player,Stage,Round,Score
55454-17702,554544630998635,2,20,1
55454-17702,177027837172223,2,20,2
55454-17702,554544630998635,2,21,2
55454-17702,177027837172223,2,21,0
55454-17702,554544630998635,2,22,3
55454-17702,177027837172223,2,22,0
55454-17702,554544630998635,2,23,2
55454-17702,177027837172223,2,23,1
55454-17702,177027837172223,2,24,2
55454-17702,554544630998635,2,24,2
55454-17702,177027837172223,2,25,0
55454-17702,554544630998635,2,25,4
78224-80461,782242586776311,1,1,1
78224-80461,804615195058405,1,1,0
78224-80461,782242586776311,1,2,5
78224-80461,804615195058405,1,2,2
78224-80461,782242586776311,1,3,2
78224-80461,804615195058405,1,3,1
78224-80461,782242586776311,1,4,2
78224-80461,804615195058405,1,4,4
78224-80461,804615195058405,1,5,2
78224-80461,782242586776311,1,5,3
78224-80461,782242586776311,1,6,4
78224-80461,804615195058405,1,6,2
78224-80461,804615195058405,1,7,2
78224-80461,782242586776311,1,7,4
78224-80461,782242586776311,1,8,3
78224-80461,804615195058405,1,8,4
78224-80461,782242586776311,1,9,1
78224-80461,804615195058405,1,9,4
78224-80461,804615195058405,1,10,3
78224-80461,782242586776311,1,10,1
78224-80461,804615195058405,1,11,2
78224-80461,782242586776311,1,11,2
78224-80461,804615195058405,1,12,2
78224-80461,782242586776311,1,12,1
78224-80461,804615195058405,1,13,2
78224-80461,782242586776311,1,13,2
78224-80461,804615195058405,1,14,2
78224-80461,782242586776311,1,14,3
78224-80461,804615195058405,1,15,4
78224-80461,782242586776311,1,15,3
78224-80461,804615195058405,1,16,2
78224-80461,782242586776311,1,16,3
78224-80461,782242586776311,1,17,2
78224-80461,804615195058405,1,17,3
78224-80461,782242586776311,1,18,2
78224-80461,804615195058405,1,18,2
78224-80461,804615195058405,1,19,4
78224-80461,782242586776311,1,19,4
78224-80461,782242586776311,1,20,1
78224-80461,804615195058405,1,20,3
78224-80461,804615195058405,2,1,2
78224-80461,782242586776311,2,1,3
78224-80461,804615195058405,2,2,1
78224-80461,782242586776311,2,2,2
78224-80461,804615195058405,2,3,0
78224-80461,782242586776311,2,3,3
78224-80461,782242586776311,2,4,2
78224-80461,804615195058405,2,4,1
78224-80461,782242586776311,2,5,2
78224-80461,804615195058405,2,5,0
78224-80461,804615195058405,2,6,0
78224-80461,782242586776311,2,6,3
78224-80461,804615195058405,2,7,1
78224-80461,782242586776311,2,7,2
78224-80461,782242586776311,2,8,4
78224-80461,804615195058405,2,8,0
78224-80461,804615195058405,2,9,0
78224-80461,782242586776311,2,9,2
78224-80461,804615195058405,2,10,1
78224-80461,782242586776311,2,10,0
78224-80461,782242586776311,2,11,3
78224-80461,804615195058405,2,11,0
78224-80461,782242586776311,2,12,2
78224-80461,804615195058405,2,12,3
78224-80461,804615195058405,2,13,2
78224-80461,782242586776311,2,13,2
78224-80461,782242586776311,2,14,1
78224-80461,804615195058405,2,14,1
78224-80461,782242586776311,2,15,3
78224-80461,804615195058405,2,15,1
78224-80461,782242586776311,2,16,2
78224-80461,804615195058405,2,16,1
78224-80461,804615195058405,2,17,2
78224-80461,782242586776311,2,17,1
78224-80461,782242586776311,2,18,3
78224-80461,804615195058405,2,18,0
78224-80461,804615195058405,2,19,2
78224-80461,782242586776311,2,19,2
78224-80461,782242586776311,2,20,2
78224-80461,804615195058405,2,20,3
78224-80461,782242586776311,2,21,2
78224-80461,804615195058405,2,21,0
78224-80461,804615195058405,2,22,2
78224-80461,782242586776311,2,22,3
78224-80461,804615195058405,2,23,2
78224-80461,782242586776311,2,23,2
78224-80461,804615195058405,2,24,0
78224-80461,782242586776311,2,24,3
78224-80461,804615195058405,2,25,3
78224-80461,782242586776311,2,25,1
48731-19341,487311398244690,1,1,3
48731-19341,193410288267028,1,1,2
48731-19341,193410288267028,1,2,3
48731-19341,487311398244690,1,2,1
48731-19341,193410288267028,1,3,3
48731-19341,487311398244690,1,3,4
48731-19341,487311398244690,1,4,2
48731-19341,193410288267028,1,4,3
48731-19341,487311398244690,1,5,1
48731-19341,193410288267028,1,5,4
48731-19341,193410288267028,1,6,4
48731-19341,487311398244690,1,6,4
48731-19341,193410288267028,1,7,2
48731-19341,487311398244690,1,7,2
48731-19341,193410288267028,1,8,3
48731-19341,487311398244690,1,8,0
48731-19341,193410288267028,1,9,4
48731-19341,487311398244690,1,9,2
48731-19341,193410288267028,1,10,2
48731-19341,487311398244690,1,10,1
48731-19341,193410288267028,1,11,2
48731-19341,487311398244690,1,11,3
48731-19341,193410288267028,1,12,5
48731-19341,487311398244690,1,12,2
48731-19341,193410288267028,1,13,4
48731-19341,487311398244690,1,13,2
48731-19341,487311398244690,1,14,4
48731-19341,193410288267028,1,14,4
48731-19341,487311398244690,1,15,2
48731-19341,193410288267028,1,15,2
48731-19341,193410288267028,1,16,1
48731-19341,487311398244690,1,16,3
48731-19341,193410288267028,1,17,2
48731-19341,487311398244690,1,17,1
48731-19341,193410288267028,1,18,2
48731-19341,487311398244690,1,18,2
48731-19341,487311398244690,1,19,3
48731-19341,193410288267028,1,19,2
48731-19341,487311398244690,1,20,4
48731-19341,193410288267028,1,20,4
48731-19341,487311398244690,2,1,4
48731-19341,193410288267028,2,1,2
48731-19341,193410288267028,2,2,2
48731-19341,487311398244690,2,2,4
48731-19341,487311398244690,2,3,3
48731-19341,193410288267028,2,3,1
48731-19341,487311398244690,2,4,0
48731-19341,193410288267028,2,4,0
48731-19341,487311398244690,2,5,2
48731-19341,193410288267028,2,5,3
48731-19341,487311398244690,2,6,2
48731-19341,193410288267028,2,6,2
48731-19341,487311398244690,2,7,3
48731-19341,193410288267028,2,7,2
48731-19341,487311398244690,2,8,2
48731-19341,193410288267028,2,8,0
48731-19341,193410288267028,2,9,1
48731-19341,487311398244690,2,9,2
48731-19341,487311398244690,2,10,2
48731-19341,193410288267028,2,10,3
48731-19341,487311398244690,2,11,3
48731-19341,193410288267028,2,11,3
48731-19341,487311398244690,2,12,4
48731-19341,193410288267028,2,12,2
48731-19341,487311398244690,2,13,4
48731-19341,193410288267028,2,13,2
48731-19341,193410288267028,2,14,2
48731-19341,487311398244690,2,14,1
48731-19341,487311398244690,2,15,5
48731-19341,193410288267028,2,15,2
48731-19341,487311398244690,2,16,3
48731-19341,193410288267028,2,16,2
48731-19341,487311398244690,2,17,2
48731-19341,193410288267028,2,17,1
48731-19341,487311398244690,2,18,2
48731-19341,193410288267028,2,18,1
48731-19341,193410288267028,2,19,3
48731-19341,487311398244690,2,19,2
48731-19341,487311398244690,2,20,4
48731-19341,193410288267028,2,20,1
48731-19341,193410288267028,2,21,2
48731-19341,487311398244690,2,21,4
48731-19341,487311398244690,2,22,4
48731-19341,193410288267028,2,22,4
48731-19341,193410288267028,2,23,5
48731-19341,487311398244690,2,23,5
48731-19341,487311398244690,2,24,1
48731-19341,193410288267028,2,24,3
48731-19341,487311398244690,2,25,3
48731-19341,193410288267028,2,25,4
31989-91451,319892609235566,1,1,2
31989-91451,914513509446705,1,1,2
31989-91451,914513509446705,1,2,2
31989-91451,319892609235566,1,2,1
31989-91451,319892609235566,1,3,4
31989-91451,914513509446705,1,3,5
31989-91451,319892609235566,1,4,4
31989-91451,914513509446705,1,4,4
31989-91451,319892609235566,1,5,2
31989-91451,914513509446705,1,5,4
31989-91451,319892609235566,1,6,3
31989-91451,914513509446705,1,6,2
31989-91451,914513509446705,1,7,2
31989-91451,319892609235566,1,7,3
31989-91451,319892609235566,1,8,4
31989-91451,914513509446705,1,8,2
31989-91451,319892609235566,1,9,3
31989-91451,914513509446705,1,9,1
31989-91451,914513509446705,1,10,3
31989-91451,319892609235566,1,10,3
31989-91451,319892609235566,1,11,3
31989-91451,914513509446705,1,11,1
31989-91451,319892609235566,1,12,5
31989-91451,914513509446705,1,12,2
31989-91451,319892609235566,1,13,4
31989-91451,914513509446705,1,13,2
31989-91451,319892609235566,1,14,4
31989-91451,914513509446705,1,14,4
31989-91451,319892609235566,1,15,2
31989-91451,914513509446705,1,15,1
31989-91451,319892609235566,1,16,4
31989-91451,914513509446705,1,16,4
31989-91451,319892609235566,1,17,5
31989-91451,914513509446705,1,17,2
31989-91451,319892609235566,1,18,2
31989-91451,914513509446705,1,18,4
31989-91451,319892609235566,1,19,4
31989-91451,914513509446705,1,19,5
31989-91451,319892609235566,1,20,4
31989-91451,914513509446705,1,20,0
31989-91451,319892609235566,2,1,4
31989-91451,914513509446705,2,1,2
31989-91451,319892609235566,2,2,2
31989-91451,914513509446705,2,2,1
31989-91451,319892609235566,2,3,3
31989-91451,914513509446705,2,3,0
31989-91451,914513509446705,2,4,0
31989-91451,319892609235566,2,4,3
31989-91451,319892609235566,2,5,3
31989-91451,914513509446705,2,5,2
31989-91451,319892609235566,2,6,4
31989-91451,914513509446705,2,6,1
31989-91451,319892609235566,2,7,5
31989-91451,914513509446705,2,7,4
31989-91451,319892609235566,2,8,2
31989-91451,914513509446705,2,8,0
31989-91451,914513509446705,2,9,2
31989-91451,319892609235566,2,9,3
31989-91451,319892609235566,2,10,3
31989-91451,914513509446705,2,10,2
31989-91451,319892609235566,2,11,3
31989-91451,914513509446705,2,11,3
31989-91451,319892609235566,2,12,4
31989-91451,914513509446705,2,12,2
31989-91451,914513509446705,2,13,0
31989-91451,319892609235566,2,13,4
31989-91451,319892609235566,2,14,5
31989-91451,914513509446705,2,14,0
31989-91451,914513509446705,2,15,2
31989-91451,319892609235566,2,15,1
31989-91451,319892609235566,2,16,4
31989-91451,914513509446705,2,16,0
31989-91451,914513509446705,2,17,1
31989-91451,319892609235566,2,17,3
31989-91451,319892609235566,2,18,3
31989-91451,914513509446705,2,18,3
31989-91451,319892609235566,2,19,5
31989-91451,914513509446705,2,19,3
31989-91451,319892609235566,2,20,5
31989-91451,914513509446705,2,20,2
31989-91451,914513509446705,2,21,2
31989-91451,319892609235566,2,21,4
31989-91451,914513509446705,2,22,1
31989-91451,319892609235566,2,22,4
31989-91451,319892609235566,2,23,4
31989-91451,914513509446705,2,23,1
31989-91451,319892609235566,2,24,5
31989-91451,914513509446705,2,24,1
31989-91451,319892609235566,2,25,3
31989-91451,914513509446705,2,25,3
34740-36405,347405334682501,1,1,2
34740-36405,364054596311978,1,1,1
34740-36405,347405334682501,1,2,4
34740-36405,364054596311978,1,2,3
34740-36405,347405334682501,1,3,2
34740-36405,364054596311978,1,3,3
34740-36405,364054596311978,1,4,3
34740-36405,347405334682501,1,4,2
34740-36405,364054596311978,1,5,2
34740-36405,347405334682501,1,5,1
34740-36405,347405334682501,1,6,5
34740-36405,364054596311978,1,6,2
34740-36405,364054596311978,1,7,2
34740-36405,347405334682501,1,7,4
34740-36405,347405334682501,1,8,3
34740-36405,364054596311978,1,8,2
34740-36405,364054596311978,1,9,3
34740-36405,347405334682501,1,9,2
34740-36405,364054596311978,1,10,4
34740-36405,347405334682501,1,10,2
34740-36405,347405334682501,1,11,2
34740-36405,364054596311978,1,11,2
34740-36405,364054596311978,1,12,3
34740-36405,347405334682501,1,12,2
34740-36405,364054596311978,1,13,2
34740-36405,347405334682501,1,13,2
34740-36405,364054596311978,1,14,4
34740-36405,347405334682501,1,14,0
34740-36405,364054596311978,1,15,3
34740-36405,347405334682501,1,15,1
34740-36405,347405334682501,1,16,2
34740-36405,364054596311978,1,16,2
34740-36405,364054596311978,1,17,4
34740-36405,347405334682501,1,17,2
34740-36405,364054596311978,1,18,1
34740-36405,347405334682501,1,18,4
34740-36405,364054596311978,1,19,4
34740-36405,347405334682501,1,19,3
34740-36405,364054596311978,1,20,2
34740-36405,347405334682501,1,20,3
34740-36405,364054596311978,2,1,1
34740-36405,347405334682501,2,1,2
34740-36405,347405334682501,2,2,2
34740-36405,364054596311978,2,2,1
34740-36405,347405334682501,2,3,2
34740-36405,364054596311978,2,3,2
34740-36405,364054596311978,2,4,0
34740-36405,347405334682501,2,4,1
34740-36405,347405334682501,2,5,2
34740-36405,364054596311978,2,5,1
34740-36405,347405334682501,2,6,2
34740-36405,364054596311978,2,6,3
34740-36405,364054596311978,2,7,3
34740-36405,347405334682501,2,7,2
34740-36405,347405334682501,2,8,1
34740-36405,364054596311978,2,8,1
34740-36405,347405334682501,2,9,1
34740-36405,364054596311978,2,9,0
34740-36405,364054596311978,2,10,1
34740-36405,347405334682501,2,10,1
34740-36405,347405334682501,2,11,2
34740-36405,364054596311978,2,11,3
34740-36405,347405334682501,2,12,2
34740-36405,364054596311978,2,12,3
34740-36405,347405334682501,2,13,0
34740-36405,364054596311978,2,13,3
34740-36405,364054596311978,2,14,4
34740-36405,347405334682501,2,14,0
34740-36405,347405334682501,2,15,0
34740-36405,364054596311978,2,15,3
34740-36405,347405334682501,2,16,3
34740-36405,364054596311978,2,16,2
34740-36405,347405334682501,2,17,2
34740-36405,364054596311978,2,17,1
34740-36405,347405334682501,2,18,2
34740-36405,364054596311978,2,18,2
34740-36405,364054596311978,2,19,2
34740-36405,347405334682501,2,19,2
34740-36405,347405334682501,2,20,3
34740-36405,364054596311978,2,20,3
34740-36405,347405334682501,2,21,1
34740-36405,364054596311978,2,21,1
34740-36405,364054596311978,2,22,2
34740-36405,347405334682501,2,22,1
34740-36405,364054596311978,2,23,2
34740-36405,347405334682501,2,23,1
34740-36405,347405334682501,2,24,4
34740-36405,364054596311978,2,24,3
34740-36405,347405334682501,2,25,1
34740-36405,364054596311978,2,25,2
40966-98179,409668631486306,1,1,0
40966-98179,981795797811418,1,1,2
40966-98179,409668631486306,1,2,3
40966-98179,981795797811418,1,2,2
40966-98179,409668631486306,1,3,2
40966-98179,981795797811418,1,3,1
40966-98179,409668631486306,1,4,1
40966-98179,981795797811418,1,4,2
40966-98179,409668631486306,1,5,4
40966-98179,981795797811418,1,5,4
40966-98179,409668631486306,1,6,1
40966-98179,981795797811418,1,6,2
40966-98179,409668631486306,1,7,3
40966-98179,981795797811418,1,7,4
40966-98179,981795797811418,1,8,5
40966-98179,409668631486306,1,8,4
40966-98179,409668631486306,1,9,5
40966-98179,981795797811418,1,9,3
40966-98179,409668631486306,1,10,3
40966-98179,981795797811418,1,10,3
40966-98179,409668631486306,1,11,3
40966-98179,981795797811418,1,11,4
40966-98179,409668631486306,1,12,3
40966-98179,981795797811418,1,12,1
40966-98179,409668631486306,1,13,1
40966-98179,981795797811418,1,13,4
40966-98179,409668631486306,1,14,3
40966-98179,981795797811418,1,14,4
40966-98179,409668631486306,1,15,1
40966-98179,981795797811418,1,15,3
40966-98179,409668631486306,1,16,3
40966-98179,981795797811418,1,16,5
40966-98179,409668631486306,1,17,3
40966-98179,981795797811418,1,17,3
40966-98179,409668631486306,1,18,4
40966-98179,981795797811418,1,18,5
40966-98179,409668631486306,1,19,3
40966-98179,981795797811418,1,19,3
40966-98179,409668631486306,1,20,5
40966-98179,981795797811418,1,20,1
40966-98179,409668631486306,2,1,5
40966-98179,981795797811418,2,1,4
40966-98179,981795797811418,2,2,2
40966-98179,409668631486306,2,2,3
40966-98179,981795797811418,2,3,4
40966-98179,409668631486306,2,3,4
40966-98179,409668631486306,2,4,0
40966-98179,981795797811418,2,4,3
40966-98179,409668631486306,2,5,1
40966-98179,981795797811418,2,5,2
40966-98179,981795797811418,2,6,3
40966-98179,409668631486306,2,6,4
40966-98179,409668631486306,2,7,1
40966-98179,981795797811418,2,7,3
40966-98179,409668631486306,2,8,4
40966-98179,981795797811418,2,8,2
40966-98179,409668631486306,2,9,1
40966-98179,981795797811418,2,9,3
40966-98179,981795797811418,2,10,4
40966-98179,409668631486306,2,10,3
40966-98179,981795797811418,2,11,4
40966-98179,409668631486306,2,11,4
40966-98179,409668631486306,2,12,2
40966-98179,981795797811418,2,12,2
40966-98179,409668631486306,2,13,4
40966-98179,981795797811418,2,13,5
40966-98179,409668631486306,2,14,3
40966-98179,981795797811418,2,14,2
40966-98179,409668631486306,2,15,3
40966-98179,981795797811418,2,15,3
40966-98179,409668631486306,2,16,3
40966-98179,981795797811418,2,16,4
40966-98179,409668631486306,2,17,1
40966-98179,981795797811418,2,17,3
40966-98179,981795797811418,2,18,3
40966-98179,409668631486306,2,18,4
40966-98179,409668631486306,2,19,2
40966-98179,981795797811418,2,19,4
40966-98179,981795797811418,2,20,5
40966-98179,409668631486306,2,20,4
40966-98179,409668631486306,2,21,3
40966-98179,981795797811418,2,21,4
40966-98179,409668631486306,2,22,2
40966-98179,981795797811418,2,22,3
40966-98179,409668631486306,2,23,3
40966-98179,981795797811418,2,23,3
40966-98179,409668631486306,2,24,2
40966-98179,981795797811418,2,24,4
40966-98179,409668631486306,2,25,2
40966-98179,981795797811418,2,25,4
65341-70195,653417087265915,1,1,3
65341-70195,701956199806898,1,1,1
65341-70195,653417087265915,1,2,2
65341-70195,701956199806898,1,2,3
65341-70195,653417087265915,1,3,5
65341-70195,701956199806898,1,3,1
65341-70195,701956199806898,1,4,4
65341-70195,653417087265915,1,4,3
65341-70195,653417087265915,1,5,3
65341-70195,701956199806898,1,5,0
65341-70195,653417087265915,1,6,2
65341-70195,701956199806898,1,6,2
65341-70195,653417087265915,1,7,3
65341-70195,701956199806898,1,7,4
65341-70195,701956199806898,1,8,4
65341-70195,653417087265915,1,8,1
65341-70195,701956199806898,1,9,3
65341-70195,653417087265915,1,9,2
65341-70195,653417087265915,1,10,3
65341-70195,701956199806898,1,10,2
65341-70195,653417087265915,1,11,4
65341-70195,701956199806898,1,11,3
65341-70195,653417087265915,1,12,2
65341-70195,701956199806898,1,12,4
65341-70195,653417087265915,1,13,3
65341-70195,701956199806898,1,13,5
65341-70195,653417087265915,1,14,2
65341-70195,701956199806898,1,14,4
65341-70195,701956199806898,1,15,3
65341-70195,653417087265915,1,15,4
65341-70195,653417087265915,1,16,2
65341-70195,701956199806898,1,16,3
65341-70195,653417087265915,1,17,2
65341-70195,701956199806898,1,17,5
65341-70195,653417087265915,1,18,4
65341-70195,701956199806898,1,18,2
65341-70195,701956199806898,1,19,4
65341-70195,653417087265915,1,19,1
65341-70195,653417087265915,1,20,3
65341-70195,701956199806898,1,20,3
65341-70195,653417087265915,2,1,2
65341-70195,701956199806898,2,1,0
65341-70195,701956199806898,2,2,3
65341-70195,653417087265915,2,2,2
65341-70195,653417087265915,2,3,1
65341-70195,701956199806898,2,3,0
65341-70195,653417087265915,2,4,0
65341-70195,701956199806898,2,4,2
65341-70195,653417087265915,2,5,1
65341-70195,701956199806898,2,5,3
65341-70195,653417087265915,2,6,1
65341-70195,701956199806898,2,6,4
65341-70195,653417087265915,2,7,2
65341-70195,701956199806898,2,7,1
65341-70195,701956199806898,2,8,1
