treatment,player,kind,expertise,report,accuracy,queried,answered,player_responded
dyad,402371639059063,D,novices,4.0,0.9047619047619048,20,1.0,
dyad,459819203408978,A,novices,3.0,0.8518518518518519,19,1.0,
dyad,459819203408978,B,experts,6.0,0.9444444444444444,0,,1.0
dyad,459819203408978,C,novices,4.0,0.8461538461538461,16,1.0,
dyad,459819203408978,D,experts,7.0,1.0,0,,1.0
dyad,512381829158551,A,novices,5.0,0.7948717948717948,18,1.0,
dyad,512381829158551,B,experts,7.0,0.967741935483871,0,,1.0
dyad,512381829158551,C,novices,5.0,0.8,19,0.9473684210526315,
dyad,512381829158551,D,experts,7.0,0.9666666666666667,0,,1.0
dyad,522058605648886,A,novices,4.0,0.896551724137931,24,0.9791666666666666,
dyad,522058605648886,B,experts,7.0,1.0,0,,1.0
dyad,522058605648886,C,novices,4.0,0.9523809523809523,15,0.9333333333333333,
dyad,522058605648886,D,experts,7.0,1.0,0,,1.0
dyad,563641349706418,A,experts,7.0,0.9285714285714286,0,,0.8571428571428571
dyad,563641349706418,B,novices,6.0,0.8484848484848485,1,1.0,
dyad,563641349706418,C,experts,7.0,1.0,0,,1.0
dyad,563641349706418,D,novices,4.0,0.37037037037037035,0,,
dyad,563859218939246,A,novices,6.0,0.8709677419354839,5,0.6,
dyad,563859218939246,B,experts,7.0,0.9714285714285714,0,,0.8333333333333334
dyad,563859218939246,C,novices,6.0,0.9615384615384616,4,1.0,
dyad,563859218939246,D,experts,7.0,1.0,0,,0.5
dyad,668507302070680,A,novices,5.0,0.9,14,0.8571428571428571,
dyad,668507302070680,B,experts,7.0,0.9428571428571428,0,,1.0
dyad,668507302070680,C,novices,2.0,0.8275862068965517,11,1.0,
dyad,668507302070680,D,experts,7.0,1.0,0,,
dyad,696092780970702,A,experts,6.0,0.9642857142857143,0,,0.6666666666666666
dyad,696092780970702,B,novices,3.0,0.7948717948717948,3,1.0,
dyad,696092780970702,C,experts,6.0,1.0,0,,1.0
dyad,696092780970702,D,novices,3.0,0.84,0,,1.0
dyad,760791662383499,A,novices,4.0,0.5769230769230769,20,0.95,
dyad,760791662383499,B,experts,5.0,1.0,0,,1.0
dyad,760791662383499,C,novices,4.0,0.9090909090909091,27,1.0,
dyad,760791662383499,D,experts,5.0,1.0,0,,0.95
dyad,765625247183286,A,,,0.2727272727272727,0,,
dyad,765625247183286,B,,,0.6666666666666666,0,,
dyad,765625247183286,C,,,0.24242424242424243,0,,
dyad,765625247183286,D,,,0.7333333333333333,0,,0.25
dyad,781261847597636,A,experts,4.0,0.9285714285714286,0,,0.16666666666666666
dyad,781261847597636,B,novices,5.0,0.92,0,,
dyad,781261847597636,C,experts,4.0,1.0,0,,0.125
dyad,781261847597636,D,novices,6.0,0.9333333333333333,0,,
dyad,833437527724022,A,novices,5.0,0.6153846153846154,0,,
dyad,833437527724022,B,experts,7.0,0.9615384615384616,0,,
dyad,833437527724022,C,novices,6.0,0.8275862068965517,0,,
dyad,833437527724022,D,experts,7.0,1.0,0,,
dyad,835804561913525,A,novices,4.0,0.8214285714285714,3,1.0,0.5
dyad,835804561913525,B,experts,7.0,0.967741935483871,0,,1.0
dyad,835804561913525,C,novices,4.0,0.7096774193548387,6,1.0,
dyad,835804561913525,D,experts,7.0,1.0,1,1.0,0.8571428571428571
dyad,843798347728775,A,experts,4.0,0.9444444444444444,0,,1.0
dyad,843798347728775,B,novices,3.0,0.5454545454545454,3,1.0,
dyad,843798347728775,C,experts,5.0,1.0,0,,1.0
dyad,843798347728775,D,novices,4.0,0.75,6,0.6666666666666666,
dyad,845030447613389,A,experts,6.0,1.0,0,,
dyad,845030447613389,B,novices,4.0,0.92,0,,
dyad,845030447613389,C,experts,7.0,1.0,0,,
dyad,845030447613389,D,novices,5.0,0.875,4,0.25,
dyad,849465825727611,A,novices,4.0,0.918918918918919,2,1.0,
dyad,849465825727611,B,experts,6.0,1.0,0,,1.0
dyad,849465825727611,C,novices,4.0,0.9142857142857143,3,1.0,
dyad,849465825727611,D,experts,6.0,1.0,0,,0.6666666666666666
dyad,864237546831637,A,experts,5.0,1.0,0,,
dyad,864237546831637,B,novices,5.0,0.8529411764705882,4,0.625,
dyad,864237546831637,C,experts,5.0,1.0,0,,
dyad,864237546831637,D,novices,5.0,0.8620689655172413,7,0.14285714285714285,
dyad,874807326893128,A,experts,7.0,0.9615384615384616,0,,0.95
dyad,874807326893128,B,novices,5.0,0.92,25,1.0,
dyad,874807326893128,C,experts,7.0,1.0,0,,1.0
dyad,874807326893128,D,novices,4.0,0.8484848484848485,30,0.95,
dyad,916659229295256,A,novices,5.0,0.896551724137931,2,1.0,
dyad,916659229295256,B,experts,7.0,1.0,0,,0.8
dyad,916659229295256,C,novices,5.0,1.0,4,0.5,
dyad,916659229295256,D,experts,7.0,1.0,0,,1.0
dyad,919215741319732,A,experts,4.0,0.9,0,,0.7692307692307693
dyad,919215741319732,B,novices,3.0,0.84,11,1.0,
dyad,919215741319732,C,experts,6.0,1.0,0,,1.0
dyad,919215741319732,D,novices,4.0,0.9655172413793104,4,1.0,
dyad,939838105107843,A,experts,5.0,0.875,0,,0.6
dyad,939838105107843,B,novices,4.0,0.8235294117647058,12,0.8333333333333334,
dyad,939838105107843,C,experts,6.0,1.0,0,,1.0
dyad,939838105107843,D,novices,4.0,0.75,8,0.5,
dyad,943864992920336,A,novices,6.0,0.972972972972973,35,0.9714285714285714,1.0
dyad,943864992920336,B,experts,7.0,1.0,0,,1.0
dyad,943864992920336,C,novices,7.0,0.9142857142857143,33,1.0,1.0
dyad,943864992920336,D,experts,7.0,0.9047619047619048,0,,1.0
dyad,951034904396380,A,experts,6.0,0.972972972972973,0,,1.0
dyad,951034904396380,B,novices,4.0,0.8529411764705882,23,0.9565217391304348,
dyad,951034904396380,C,experts,7.0,1.0,0,,1.0
dyad,951034904396380,D,novices,4.0,0.96,15,1.0,
single,22670179051182,A,novices,6.0,0.7741935483870968,0,,
single,22670179051182,B,experts,7.0,0.9473684210526315,0,,
single,22670179051182,C,novices,6.0,0.75,0,,
single,22670179051182,D,experts,7.0,1.0,0,,
single,61359456253403,A,experts,4.0,1.0,0,,
single,61359456253403,B,novices,3.0,0.5757575757575758,0,,
single,61359456253403,C,experts,4.0,0.9705882352941176,0,,
single,61359456253403,D,novices,3.0,0.90625,0,,
single,83720187912783,A,novices,6.0,0.8484848484848485,0,,
single,83720187912783,B,experts,5.0,0.9411764705882353,0,,
single,83720187912783,C,novices,4.0,0.7307692307692307,0,,
single,83720187912783,D,experts,5.0,1.0,0,,
single,88243563579925,A,experts,3.0,0.6,0,,
single,88243563579925,B,novices,5.0,0.8333333333333334,0,,
single,88243563579925,C,experts,4.0,0.975609756097561,0,,
single,88243563579925,D,novices,5.0,0.9333333333333333,0,,
single,108871467633524,A,experts,4.0,1.0,0,,
single,108871467633524,B,novices,4.0,0.8709677419354839,0,,
single,108871467633524,C,experts,5.0,1.0,0,,
single,108871467633524,D,novices,3.0,0.9655172413793104,0,,
single,127920437656239,A,novices,5.0,0.9696969696969697,0,,
single,127920437656239,B,experts,6.0,0.9411764705882353,0,,
single,127920437656239,C,novices,5.0,0.8461538461538461,0,,
single,127920437656239,D,experts,6.0,0.96875,0,,
single,128630732628557,A,experts,4.0,1.0,0,,
single,128630732628557,B,novices,3.0,0.972972972972973,0,,
single,128630732628557,C,experts,6.0,1.0,0,,
single,128630732628557,D,novices,4.0,0.7894736842105263,0,,
single,150229684201847,A,novices,4.0,0.9393939393939394,0,,
single,150229684201847,B,experts,7.0,1.0,0,,
single,150229684201847,C,novices,4.0,0.8947368421052632,0,,
single,150229684201847,D,experts,7.0,0.9545454545454546,0,,
single,172753820883770,A,experts,4.0,0.9655172413793104,0,,
single,172753820883770,B,novices,5.0,0.8974358974358975,0,,
single,172753820883770,C,experts,6.0,0.9375,0,,
single,172753820883770,D,novices,5.0,0.88,0,,
single,180110278733992,A,experts,3.0,0.717948717948718,0,,
single,180110278733992,B,novices,1.0,0.27586206896551724,0,,
single,180110278733992,C,experts,3.0,1.0,0,,
single,180110278733992,D,novices,1.0,0.72,0,,
single,219628468370054,A,experts,5.0,0.9714285714285714,0,,
single,219628468370054,B,novices,3.0,0.6,0,,
single,219628468370054,C,experts,6.0,1.0,0,,
single,219628468370054,D,novices,2.0,0.9142857142857143,0,,
single,223618059750286,A,novices,5.0,0.8064516129032258,0,,
single,223618059750286,B,experts,5.0,1.0,0,,
single,223618059750286,C,novices,5.0,0.8484848484848485,0,,
single,223618059750286,D,experts,5.0,0.9615384615384616,0,,
single,236035150241938,A,experts,4.0,1.0,0,,
single,236035150241938,B,novices,4.0,0.96875,0,,
single,236035150241938,C,experts,6.0,1.0,0,,
single,236035150241938,D,novices,4.0,0.9736842105263158,0,,
single,255110968491286,A,novices,6.0,0.7941176470588235,0,,
single,255110968491286,B,experts,7.0,0.9375,0,,
single,255110968491286,C,novices,5.0,0.46875,0,,
single,255110968491286,D,experts,7.0,1.0,0,,
single,281252000616053,A,novices,6.0,0.71875,0,,
single,281252000616053,B,experts,7.0,0.84375,0,,
single,281252000616053,C,novices,7.0,0.78125,0,,
single,281252000616053,D,experts,7.0,1.0,0,,
single,325192931513079,A,experts,4.0,0.8214285714285714,0,,
single,325192931513079,B,novices,4.0,0.8108108108108109,0,,
single,325192931513079,C,experts,4.0,0.84375,0,,
single,325192931513079,D,novices,4.0,0.8214285714285714,0,,
single,334812688815254,A,experts,7.0,1.0,0,,
single,334812688815254,B,novices,6.0,0.9629629629629629,0,,
single,334812688815254,C,experts,7.0,1.0,0,,
single,334812688815254,D,novices,7.0,0.918918918918919,0,,
single,336585928845339,A,experts,6.0,0.8888888888888888,0,,
single,336585928845339,B,novices,5.0,0.8125,0,,
single,336585928845339,C,experts,7.0,1.0,0,,
single,336585928845339,D,novices,5.0,0.125,0,,
single,352394607586804,A,experts,6.0,1.0,0,,
single,352394607586804,B,novices,4.0,0.8484848484848485,0,,
single,352394607586804,C,experts,7.0,1.0,0,,
single,352394607586804,D,novices,4.0,0.92,0,,
single,408770977047531,A,novices,3.0,0.8,0,,
single,408770977047531,B,experts,5.0,0.9142857142857143,0,,
single,408770977047531,C,novices,4.0,0.9375,0,,
single,408770977047531,D,experts,5.0,1.0,0,,
single,503740956240310,A,novices,4.0,0.8064516129032258,0,,
single,503740956240310,B,experts,3.0,0.9743589743589743,0,,
single,503740956240310,C,novices,4.0,0.9333333333333333,0,,
single,503740956240310,D,experts,3.0,1.0,0,,
single,518006412062467,A,novices,4.0,0.7878787878787878,0,,
single,518006412062467,B,experts,5.0,0.967741935483871,0,,
single,518006412062467,C,novices,5.0,0.9230769230769231,0,,
single,518006412062467,D,experts,3.0,1.0,0,,
single,540382156604799,A,experts,6.0,0.9090909090909091,0,,
single,540382156604799,B,novices,4.0,0.8108108108108109,0,,
single,540382156604799,C,experts,6.0,1.0,0,,
single,540382156604799,D,novices,4.0,0.7941176470588235,0,,
single,544084475018033,A,experts,4.0,0.9666666666666667,0,,
single,544084475018033,B,novices,2.0,0.6216216216216216,0,,
single,544084475018033,C,experts,5.0,0.9354838709677419,0,,
single,544084475018033,D,novices,2.0,0.3333333333333333,0,,
single,548501040078868,A,experts,5.0,1.0,0,,
single,548501040078868,B,novices,4.0,0.7631578947368421,0,,
single,548501040078868,C,experts,5.0,1.0,0,,
single,548501040078868,D,novices,3.0,0.8235294117647058,0,,
single,571663380480362,A,experts,6.0,0.9259259259259259,0,,
single,571663380480362,B,novices,5.0,0.6666666666666666,0,,
single,571663380480362,C,experts,6.0,0.9767441860465116,0,,
single,571663380480362,D,novices,6.0,0.75,0,,
single,573037277775110,A,novices,6.0,0.8620689655172413,0,,
single,573037277775110,B,experts,5.0,0.8787878787878788,0,,
single,573037277775110,C,novices,6.0,0.8928571428571429,0,,
single,573037277775110,D,experts,7.0,0.9714285714285714,0,,
single,602716852975102,A,novices,3.0,0.8378378378378378,0,,
single,602716852975102,B,experts,3.0,1.0,0,,
single,602716852975102,C,novices,2.0,0.8148148148148148,0,,
single,602716852975102,D,experts,2.0,0.9090909090909091,0,,
single,635827706647708,A,novices,6.0,0.7619047619047619,0,,
single,635827706647708,B,experts,7.0,1.0,0,,
single,635827706647708,C,novices,6.0,0.7741935483870968,0,,
single,635827706647708,D,experts,7.0,1.0,0,,
single,650576790518133,A,experts,5.0,1.0,0,,
single,650576790518133,B,novices,6.0,0.8620689655172413,0,,
single,650576790518133,C,experts,6.0,0.96,0,,
single,650576790518133,D,novices,5.0,0.8787878787878788,0,,
single,664235792601129,A,experts,5.0,0.9,0,,
single,664235792601129,B,novices,4.0,0.6,0,,
single,664235792601129,C,experts,6.0,0.96875,0,,
single,664235792601129,D,novices,4.0,0.8214285714285714,0,,
single,713722383964551,A,experts,6.0,0.9333333333333333,0,,
single,713722383964551,B,novices,4.0,0.6923076923076923,0,,
single,713722383964551,C,experts,6.0,1.0,0,,
single,713722383964551,D,novices,5.0,0.5135135135135135,0,,
single,734048519489716,A,experts,5.0,1.0,0,,
single,734048519489716,B,novices,5.0,0.7352941176470589,0,,
single,734048519489716,C,experts,6.0,1.0,0,,
single,734048519489716,D,novices,5.0,0.7575757575757576,0,,
single,738317011870272,A,experts,6.0,0.6666666666666666,0,,
single,738317011870272,B,novices,5.0,0.7352941176470589,0,,
single,738317011870272,C,experts,5.0,1.0,0,,
single,738317011870272,D,novices,6.0,0.9705882352941176,0,,
single,763234921761768,A,experts,4.0,0.6896551724137931,0,,
single,763234921761768,B,novices,5.0,0.6060606060606061,0,,
single,763234921761768,C,experts,4.0,0.9142857142857143,0,,
single,763234921761768,D,novices,5.0,0.6785714285714286,0,,
single,824186877087142,A,novices,3.0,0.8857142857142857,0,,
single,824186877087142,B,experts,6.0,1.0,0,,
single,824186877087142,C,novices,4.0,0.8461538461538461,0,,
single,824186877087142,D,experts,6.0,0.9285714285714286,0,,
single,842567761966192,A,experts,5.0,0.96,0,,
single,842567761966192,B,novices,6.0,0.868421052631579,0,,
single,842567761966192,C,experts,5.0,1.0,0,,
single,842567761966192,D,novices,6.0,1.0,0,,
single,852642387039752,A,experts,4.0,0.9666666666666667,0,,
single,852642387039752,B,novices,4.0,0.8787878787878788,0,,
single,852642387039752,C,experts,5.0,1.0,0,,
single,852642387039752,D,novices,4.0,1.0,0,,
single,869886377962650,A,experts,4.0,0.782608695652174,0,,
single,869886377962650,B,novices,3.0,0.8378378378378378,0,,
single,869886377962650,C,experts,4.0,1.0,0,,
single,869886377962650,D,novices,2.0,0.7333333333333333,0,,
single,880772070057086,A,novices,5.0,0.8461538461538461,0,,
single,880772070057086,B,experts,6.0,1.0,0,,
single,880772070057086,C,novices,5.0,0.8620689655172413,0,,
single,880772070057086,D,experts,6.0,1.0,0,,
single,923914769660089,A,experts,5.0,1.0,0,,
single,923914769660089,B,novices,4.0,0.6285714285714286,0,,
single,923914769660089,C,experts,7.0,1.0,0,,
single,923914769660089,D,novices,4.0,0.8823529411764706,0,,
single,925264962484280,A,novices,6.0,0.9310344827586207,0,,
single,925264962484280,B,experts,7.0,0.9722222222222222,0,,
single,925264962484280,C,novices,7.0,0.8636363636363636,0,,
single,925264962484280,D,experts,7.0,1.0,0,,
single,948958320489333,A,experts,3.0,0.8064516129032258,0,,
single,948958320489333,B,novices,3.0,0.5757575757575758,0,,
single,948958320489333,C,experts,5.0,0.9310344827586207,0,,
single,948958320489333,D,novices,3.0,0.59375,0,,
single,981987360384333,A,novices,6.0,0.9047619047619048,0,,
single,981987360384333,B,experts,7.0,1.0,0,,
single,981987360384333,C,novices,6.0,0.9024390243902439,0,,
single,981987360384333,D,experts,7.0,1.0,0,,
