Dyad,Player,Raza,Stage,Round,Object,Label,Kind,Correct
32519-32519,325192931513079,terrier,5,9,A3.jpg,C,A,0
32519-32519,325192931513079,terrier,5,10,C12.jpg,A,C,0
32519-32519,325192931513079,terrier,5,10,C11.jpg,A,C,0
32519-32519,325192931513079,terrier,5,10,C5.jpg,A,C,0
32519-32519,325192931513079,terrier,5,10,C8.jpg,A,C,0
32519-32519,325192931513079,terrier,5,10,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,5,11,A6.jpg,C,A,0
32519-32519,325192931513079,terrier,5,11,C1.jpg,C,C,1
32519-32519,325192931513079,terrier,5,11,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,5,11,C2.jpg,C,C,1
32519-32519,325192931513079,terrier,5,11,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,5,12,A1.jpg,A,A,1
32519-32519,325192931513079,terrier,5,12,A2.jpg,A,A,1
32519-32519,325192931513079,terrier,5,12,A12.jpg,C,A,0
32519-32519,325192931513079,terrier,5,12,C2.jpg,C,C,1
32519-32519,325192931513079,terrier,5,12,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,5,13,C1.jpg,A,C,0
32519-32519,325192931513079,terrier,5,13,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,5,13,A3.jpg,A,A,1
32519-32519,325192931513079,terrier,5,13,A8.jpg,C,A,0
32519-32519,325192931513079,terrier,5,13,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,5,14,A4.jpg,C,A,0
32519-32519,325192931513079,terrier,5,14,C1.jpg,C,C,1
32519-32519,325192931513079,terrier,5,14,A11.jpg,A,A,1
32519-32519,325192931513079,terrier,5,14,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,5,14,C6.jpg,A,C,0
32519-32519,325192931513079,terrier,5,16,C8.jpg,A,C,0
32519-32519,325192931513079,terrier,5,16,C7.jpg,C,C,1
32519-32519,325192931513079,terrier,5,16,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,5,16,A1.jpg,C,A,0
32519-32519,325192931513079,terrier,5,16,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,5,17,C6.jpg,C,C,1
32519-32519,325192931513079,terrier,5,17,C1.jpg,A,C,0
32519-32519,325192931513079,terrier,5,17,C8.jpg,A,C,0
32519-32519,325192931513079,terrier,5,17,C5.jpg,C,C,1
32519-32519,325192931513079,terrier,5,17,A8.jpg,A,A,1
32519-32519,325192931513079,terrier,5,18,A1.jpg,A,A,1
32519-32519,325192931513079,terrier,5,18,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,5,18,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,5,18,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,5,18,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,5,19,C10.jpg,C,C,1
32519-32519,325192931513079,terrier,5,19,C3.jpg,A,C,0
32519-32519,325192931513079,terrier,5,19,A2.jpg,A,A,1
32519-32519,325192931513079,terrier,5,19,C6.jpg,A,C,0
32519-32519,325192931513079,terrier,5,19,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,5,20,C3.jpg,C,C,1
32519-32519,325192931513079,terrier,5,20,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,5,20,A9.jpg,C,A,0
32519-32519,325192931513079,terrier,5,20,C6.jpg,A,C,0
32519-32519,325192931513079,terrier,5,20,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,5,21,A3.jpg,A,A,1
32519-32519,325192931513079,terrier,5,21,A2.jpg,A,A,1
32519-32519,325192931513079,terrier,5,21,C3.jpg,C,C,1
32519-32519,325192931513079,terrier,5,21,C8.jpg,C,C,1
32519-32519,325192931513079,terrier,5,21,A9.jpg,A,A,1
32519-32519,325192931513079,terrier,5,22,C9.jpg,C,C,1
32519-32519,325192931513079,terrier,5,22,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,5,22,A2.jpg,A,A,1
32519-32519,325192931513079,terrier,5,22,A6.jpg,C,A,0
32519-32519,325192931513079,terrier,5,22,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,5,23,C7.jpg,C,C,1
32519-32519,325192931513079,terrier,5,23,A10.jpg,A,A,1
32519-32519,325192931513079,terrier,5,23,A9.jpg,A,A,1
32519-32519,325192931513079,terrier,5,23,C2.jpg,C,C,1
32519-32519,325192931513079,terrier,5,23,C9.jpg,C,C,1
32519-32519,325192931513079,terrier,5,24,A3.jpg,A,A,1
32519-32519,325192931513079,terrier,5,24,C10.jpg,C,C,1
32519-32519,325192931513079,terrier,5,24,C8.jpg,C,C,1
32519-32519,325192931513079,terrier,5,24,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,5,24,C5.jpg,A,C,0
32519-32519,325192931513079,terrier,5,25,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,5,25,C1.jpg,C,C,1
32519-32519,325192931513079,terrier,5,25,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,5,25,C10.jpg,A,C,0
32519-32519,325192931513079,terrier,5,25,A11.jpg,A,A,1
32519-32519,325192931513079,terrier,6,1,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,6,1,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,6,1,A7.jpg,C,A,0
32519-32519,325192931513079,terrier,6,1,D3.jpg,D,D,1
32519-32519,325192931513079,terrier,6,1,A8.jpg,A,A,1
32519-32519,325192931513079,terrier,6,2,D7.jpg,D,D,1
32519-32519,325192931513079,terrier,6,2,B11.jpg,B,B,1
32519-32519,325192931513079,terrier,6,2,B10.jpg,D,B,0
32519-32519,325192931513079,terrier,6,2,C7.jpg,A,C,0
32519-32519,325192931513079,terrier,6,2,C8.jpg,C,C,1
32519-32519,325192931513079,terrier,6,3,B8.jpg,B,B,1
32519-32519,325192931513079,terrier,6,3,C1.jpg,A,C,0
32519-32519,325192931513079,terrier,6,3,B12.jpg,A,B,0
32519-32519,325192931513079,terrier,6,3,B5.jpg,D,B,0
32519-32519,325192931513079,terrier,6,3,D11.jpg,D,D,1
32519-32519,325192931513079,terrier,6,4,D8.jpg,D,D,1
32519-32519,325192931513079,terrier,6,4,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,6,4,B8.jpg,B,B,1
32519-32519,325192931513079,terrier,6,4,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,6,4,C9.jpg,C,C,1
32519-32519,325192931513079,terrier,6,5,B11.jpg,D,B,0
32519-32519,325192931513079,terrier,6,5,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,6,5,A3.jpg,A,A,1
32519-32519,325192931513079,terrier,6,5,A9.jpg,A,A,1
32519-32519,325192931513079,terrier,6,5,A2.jpg,A,A,1
32519-32519,325192931513079,terrier,6,6,B12.jpg,B,B,1
32519-32519,325192931513079,terrier,6,6,B6.jpg,D,B,0
32519-32519,325192931513079,terrier,6,6,A10.jpg,A,A,1
32519-32519,325192931513079,terrier,6,6,C9.jpg,C,C,1
32519-32519,325192931513079,terrier,6,6,D6.jpg,D,D,1
32519-32519,325192931513079,terrier,6,7,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,6,7,D6.jpg,D,D,1
32519-32519,325192931513079,terrier,6,7,B12.jpg,B,B,1
32519-32519,325192931513079,terrier,6,7,B10.jpg,B,B,1
32519-32519,325192931513079,terrier,6,7,B6.jpg,B,B,1
32519-32519,325192931513079,terrier,6,8,B8.jpg,B,B,1
32519-32519,325192931513079,terrier,6,8,C1.jpg,C,C,1
32519-32519,325192931513079,terrier,6,8,A7.jpg,B,A,0
32519-32519,325192931513079,terrier,6,8,B2.jpg,B,B,1
32519-32519,325192931513079,terrier,6,8,D3.jpg,B,D,0
32519-32519,325192931513079,terrier,6,9,C5.jpg,A,C,0
32519-32519,325192931513079,terrier,6,9,C6.jpg,A,C,0
32519-32519,325192931513079,terrier,6,9,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,6,9,D2.jpg,D,D,1
32519-32519,325192931513079,terrier,6,9,B6.jpg,B,B,1
32519-32519,325192931513079,terrier,6,10,B12.jpg,B,B,1
32519-32519,325192931513079,terrier,6,10,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,6,10,B6.jpg,B,B,1
32519-32519,325192931513079,terrier,6,10,D8.jpg,D,D,1
32519-32519,325192931513079,terrier,6,10,B4.jpg,D,B,0
32519-32519,325192931513079,terrier,6,11,C5.jpg,C,C,1
32519-32519,325192931513079,terrier,6,11,D6.jpg,D,D,1
32519-32519,325192931513079,terrier,6,11,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,6,11,B4.jpg,B,B,1
32519-32519,325192931513079,terrier,6,11,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,6,12,B8.jpg,B,B,1
32519-32519,325192931513079,terrier,6,12,B5.jpg,B,B,1
32519-32519,325192931513079,terrier,6,12,C2.jpg,C,C,1
32519-32519,325192931513079,terrier,6,12,D10.jpg,D,D,1
32519-32519,325192931513079,terrier,6,12,D4.jpg,B,D,0
32519-32519,325192931513079,terrier,6,13,B11.jpg,B,B,1
32519-32519,325192931513079,terrier,6,13,D10.jpg,B,D,0
32519-32519,325192931513079,terrier,6,13,C5.jpg,C,C,1
32519-32519,325192931513079,terrier,6,13,A11.jpg,A,A,1
32519-32519,325192931513079,terrier,6,13,A6.jpg,A,A,1
32519-32519,325192931513079,terrier,6,14,B8.jpg,B,B,1
32519-32519,325192931513079,terrier,6,14,B4.jpg,B,B,1
32519-32519,325192931513079,terrier,6,14,C5.jpg,C,C,1
32519-32519,325192931513079,terrier,6,14,D7.jpg,B,D,0
32519-32519,325192931513079,terrier,6,14,B12.jpg,B,B,1
32519-32519,325192931513079,terrier,6,15,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,6,15,D9.jpg,D,D,1
32519-32519,325192931513079,terrier,6,15,D6.jpg,D,D,1
32519-32519,325192931513079,terrier,6,15,A12.jpg,C,A,0
32519-32519,325192931513079,terrier,6,15,B6.jpg,B,B,1
32519-32519,325192931513079,terrier,6,16,C11.jpg,C,C,1
32519-32519,325192931513079,terrier,6,16,B10.jpg,B,B,1
32519-32519,325192931513079,terrier,6,16,D11.jpg,D,D,1
32519-32519,325192931513079,terrier,6,16,B11.jpg,B,B,1
32519-32519,325192931513079,terrier,6,16,A9.jpg,A,A,1
32519-32519,325192931513079,terrier,6,17,B5.jpg,B,B,1
32519-32519,325192931513079,terrier,6,17,A8.jpg,B,A,0
32519-32519,325192931513079,terrier,6,17,C10.jpg,C,C,1
32519-32519,325192931513079,terrier,6,17,D10.jpg,D,D,1
32519-32519,325192931513079,terrier,6,17,B2.jpg,B,B,1
32519-32519,325192931513079,terrier,6,18,A2.jpg,A,A,1
32519-32519,325192931513079,terrier,6,18,A12.jpg,A,A,1
32519-32519,325192931513079,terrier,6,18,D2.jpg,B,D,0
32519-32519,325192931513079,terrier,6,18,A8.jpg,A,A,1
32519-32519,325192931513079,terrier,6,18,D1.jpg,D,D,1
32519-32519,325192931513079,terrier,6,19,C7.jpg,C,C,1
32519-32519,325192931513079,terrier,6,19,B9.jpg,D,B,0
32519-32519,325192931513079,terrier,6,19,C10.jpg,C,C,1
32519-32519,325192931513079,terrier,6,19,D3.jpg,D,D,1
32519-32519,325192931513079,terrier,6,19,D5.jpg,D,D,1
32519-32519,325192931513079,terrier,6,20,D3.jpg,D,D,1
32519-32519,325192931513079,terrier,6,20,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,6,20,A3.jpg,A,A,1
32519-32519,325192931513079,terrier,6,20,D8.jpg,D,D,1
32519-32519,325192931513079,terrier,6,20,C9.jpg,C,C,1
32519-32519,325192931513079,terrier,6,21,A12.jpg,A,A,1
32519-32519,325192931513079,terrier,6,21,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,6,21,B12.jpg,B,B,1
32519-32519,325192931513079,terrier,6,21,B2.jpg,B,B,1
32519-32519,325192931513079,terrier,6,21,B5.jpg,B,B,1
32519-32519,325192931513079,terrier,6,22,B7.jpg,B,B,1
32519-32519,325192931513079,terrier,6,22,C3.jpg,C,C,1
32519-32519,325192931513079,terrier,6,22,D1.jpg,D,D,1
32519-32519,325192931513079,terrier,6,22,A7.jpg,A,A,1
32519-32519,325192931513079,terrier,6,22,A9.jpg,A,A,1
32519-32519,325192931513079,terrier,6,23,A5.jpg,A,A,1
32519-32519,325192931513079,terrier,6,23,B11.jpg,B,B,1
32519-32519,325192931513079,terrier,6,23,C12.jpg,C,C,1
32519-32519,325192931513079,terrier,6,23,D1.jpg,D,D,1
32519-32519,325192931513079,terrier,6,23,A8.jpg,A,A,1
32519-32519,325192931513079,terrier,6,24,A4.jpg,A,A,1
32519-32519,325192931513079,terrier,6,24,C1.jpg,C,C,1
32519-32519,325192931513079,terrier,6,24,B4.jpg,B,B,1
32519-32519,325192931513079,terrier,6,24,D6.jpg,D,D,1
32519-32519,325192931513079,terrier,6,24,C7.jpg,A,C,0
32519-32519,325192931513079,terrier,6,25,A11.jpg,A,A,1
32519-32519,325192931513079,terrier,6,25,C10.jpg,C,C,1
32519-32519,325192931513079,terrier,6,25,D7.jpg,D,D,1
32519-32519,325192931513079,terrier,6,25,C4.jpg,C,C,1
32519-32519,325192931513079,terrier,6,25,A12.jpg,B,A,0
57166-57166,571663380480362,terrier,5,1,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,5,1,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,1,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,1,A11.jpg,A,A,1
57166-57166,571663380480362,terrier,5,1,C2.jpg,A,C,0
57166-57166,571663380480362,terrier,5,2,A9.jpg,C,A,0
57166-57166,571663380480362,terrier,5,2,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,2,A12.jpg,C,A,0
57166-57166,571663380480362,terrier,5,2,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,5,2,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,3,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,3,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,3,C1.jpg,A,C,0
57166-57166,571663380480362,terrier,5,3,C11.jpg,A,C,0
57166-57166,571663380480362,terrier,5,3,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,4,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,4,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,5,4,C4.jpg,C,C,1
57166-57166,571663380480362,terrier,5,4,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,4,A3.jpg,C,A,0
57166-57166,571663380480362,terrier,5,5,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,5,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,5,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,5,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,5,5,A2.jpg,C,A,0
57166-57166,571663380480362,terrier,5,6,A4.jpg,C,A,0
57166-57166,571663380480362,terrier,5,6,A1.jpg,C,A,0
57166-57166,571663380480362,terrier,5,6,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,6,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,6,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,7,A1.jpg,A,A,1
57166-57166,571663380480362,terrier,5,7,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,7,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,7,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,7,C4.jpg,C,C,1
57166-57166,571663380480362,terrier,5,8,A11.jpg,A,A,1
57166-57166,571663380480362,terrier,5,8,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,5,8,A2.jpg,A,A,1
57166-57166,571663380480362,terrier,5,8,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,8,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,9,A4.jpg,C,A,0
57166-57166,571663380480362,terrier,5,9,A11.jpg,A,A,1
57166-57166,571663380480362,terrier,5,9,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,9,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,9,A12.jpg,A,A,1
57166-57166,571663380480362,terrier,5,10,A1.jpg,C,A,0
57166-57166,571663380480362,terrier,5,10,A3.jpg,C,A,0
57166-57166,571663380480362,terrier,5,10,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,10,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,10,C5.jpg,C,C,1
57166-57166,571663380480362,terrier,5,11,C1.jpg,A,C,0
57166-57166,571663380480362,terrier,5,11,C3.jpg,C,C,1
57166-57166,571663380480362,terrier,5,11,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,11,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,11,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,12,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,12,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,5,12,C8.jpg,C,C,1
57166-57166,571663380480362,terrier,5,12,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,12,A2.jpg,A,A,1
57166-57166,571663380480362,terrier,5,13,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,5,13,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,5,13,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,13,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,13,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,5,14,A3.jpg,A,A,1
57166-57166,571663380480362,terrier,5,14,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,5,14,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,5,14,C1.jpg,A,C,0
57166-57166,571663380480362,terrier,5,14,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,15,A8.jpg,A,A,1
57166-57166,571663380480362,terrier,5,15,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,15,A12.jpg,A,A,1
57166-57166,571663380480362,terrier,5,15,C8.jpg,C,C,1
57166-57166,571663380480362,terrier,5,15,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,16,A1.jpg,A,A,1
57166-57166,571663380480362,terrier,5,16,C3.jpg,C,C,1
57166-57166,571663380480362,terrier,5,16,A12.jpg,A,A,1
57166-57166,571663380480362,terrier,5,16,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,16,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,17,A11.jpg,A,A,1
57166-57166,571663380480362,terrier,5,17,C9.jpg,A,C,0
57166-57166,571663380480362,terrier,5,17,A8.jpg,A,A,1
57166-57166,571663380480362,terrier,5,17,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,17,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,18,C4.jpg,C,C,1
57166-57166,571663380480362,terrier,5,18,C8.jpg,C,C,1
57166-57166,571663380480362,terrier,5,18,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,18,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,18,A2.jpg,A,A,1
57166-57166,571663380480362,terrier,5,19,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,19,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,19,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,19,A8.jpg,A,A,1
57166-57166,571663380480362,terrier,5,19,C8.jpg,C,C,1
57166-57166,571663380480362,terrier,5,20,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,5,20,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,20,C12.jpg,C,C,1
57166-57166,571663380480362,terrier,5,20,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,20,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,21,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,21,C3.jpg,C,C,1
57166-57166,571663380480362,terrier,5,21,A6.jpg,A,A,1
57166-57166,571663380480362,terrier,5,21,A2.jpg,A,A,1
57166-57166,571663380480362,terrier,5,21,A3.jpg,A,A,1
57166-57166,571663380480362,terrier,5,22,A4.jpg,C,A,0
57166-57166,571663380480362,terrier,5,22,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,5,22,A5.jpg,A,A,1
57166-57166,571663380480362,terrier,5,22,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,5,22,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,23,A1.jpg,C,A,0
57166-57166,571663380480362,terrier,5,23,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,5,23,A8.jpg,A,A,1
57166-57166,571663380480362,terrier,5,23,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,5,23,A3.jpg,A,A,1
57166-57166,571663380480362,terrier,5,24,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,24,C4.jpg,C,C,1
57166-57166,571663380480362,terrier,5,24,A11.jpg,A,A,1
57166-57166,571663380480362,terrier,5,24,C1.jpg,A,C,0
57166-57166,571663380480362,terrier,5,24,A12.jpg,A,A,1
57166-57166,571663380480362,terrier,5,25,A11.jpg,A,A,1
57166-57166,571663380480362,terrier,5,25,C5.jpg,C,C,1
57166-57166,571663380480362,terrier,5,25,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,5,25,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,5,25,A9.jpg,A,A,1
57166-57166,571663380480362,terrier,6,1,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,6,1,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,6,1,A11.jpg,B,A,0
57166-57166,571663380480362,terrier,6,1,D9.jpg,D,D,1
57166-57166,571663380480362,terrier,6,1,B9.jpg,D,B,0
57166-57166,571663380480362,terrier,6,2,C3.jpg,C,C,1
57166-57166,571663380480362,terrier,6,2,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,6,2,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,6,2,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,6,2,D3.jpg,D,D,1
57166-57166,571663380480362,terrier,6,3,D11.jpg,D,D,1
57166-57166,571663380480362,terrier,6,3,C12.jpg,C,C,1
57166-57166,571663380480362,terrier,6,3,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,6,3,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,6,3,C8.jpg,C,C,1
57166-57166,571663380480362,terrier,6,4,C3.jpg,C,C,1
57166-57166,571663380480362,terrier,6,4,A12.jpg,A,A,1
57166-57166,571663380480362,terrier,6,4,A4.jpg,A,A,1
57166-57166,571663380480362,terrier,6,4,A7.jpg,A,A,1
57166-57166,571663380480362,terrier,6,4,A3.jpg,A,A,1
57166-57166,571663380480362,terrier,6,5,C12.jpg,C,C,1
57166-57166,571663380480362,terrier,6,5,D2.jpg,D,D,1
57166-57166,571663380480362,terrier,6,5,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,6,5,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,6,5,A9.jpg,A,A,1
57166-57166,571663380480362,terrier,6,6,C8.jpg,C,C,1
57166-57166,571663380480362,terrier,6,6,C2.jpg,C,C,1
57166-57166,571663380480362,terrier,6,6,B9.jpg,D,B,0
57166-57166,571663380480362,terrier,6,6,C7.jpg,C,C,1
57166-57166,571663380480362,terrier,6,6,C5.jpg,C,C,1
57166-57166,571663380480362,terrier,6,7,D1.jpg,D,D,1
57166-57166,571663380480362,terrier,6,7,A2.jpg,A,A,1
57166-57166,571663380480362,terrier,6,7,C5.jpg,C,C,1
57166-57166,571663380480362,terrier,6,7,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,6,7,B11.jpg,D,B,0
57166-57166,571663380480362,terrier,6,8,D8.jpg,B,D,0
57166-57166,571663380480362,terrier,6,8,A10.jpg,A,A,1
57166-57166,571663380480362,terrier,6,8,B7.jpg,B,B,1
57166-57166,571663380480362,terrier,6,8,D7.jpg,D,D,1
57166-57166,571663380480362,terrier,6,8,D10.jpg,D,D,1
57166-57166,571663380480362,terrier,6,9,C1.jpg,C,C,1
57166-57166,571663380480362,terrier,6,9,B10.jpg,D,B,0
57166-57166,571663380480362,terrier,6,9,D8.jpg,D,D,1
57166-57166,571663380480362,terrier,6,9,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,6,9,C11.jpg,C,C,1
57166-57166,571663380480362,terrier,6,10,D3.jpg,B,D,0
57166-57166,571663380480362,terrier,6,10,C6.jpg,C,C,1
57166-57166,571663380480362,terrier,6,10,C10.jpg,C,C,1
57166-57166,571663380480362,terrier,6,10,C9.jpg,C,C,1
57166-57166,571663380480362,terrier,6,10,B1.jpg,B,B,1
57166-57166,571663380480362,terrier,6,11,B7.jpg,D,B,0
57166-57166,571663380480362,terrier,6,11,C7.jpg,C,C,1
